Airfoil AG_03_(flat_aft_bottom)
Builder xxx
Comment xxx
5
20000
14
   0.8584   0.0206   6.0000
   0.9524   0.0274   7.0000
   0.9969   0.0321   7.5000
Airfoil AG14
Builder xxx
Comment xxx
8
10000
34
  -0.2793   0.0415  -2.5000
  -0.1315   0.0322  -2.3500
  -0.1231   0.0318  -2.3000
  -0.1061   0.0315  -2.2500
  -0.0947   0.0314  -2.2000
  -0.0861   0.0313  -2.1500
  -0.0786   0.0313  -2.1000
  -0.0718   0.0312  -2.0500
  -0.0653   0.0312  -2.0000
  -0.0083   0.0310  -1.5000
   0.0440   0.0310  -1.0000
   0.0943   0.0310  -0.5000
   0.1432   0.0312   0.0000
   0.1906   0.0315   0.5000
   0.2364   0.0320   1.0000
   0.2808   0.0326   1.5000
   0.3231   0.0335   2.0000
   0.3629   0.0347   2.5000
   0.3997   0.0364   3.0000
   0.4318   0.0388   3.5000
   0.4591   0.0420   4.0000
   0.4819   0.0461   4.5000
   0.5015   0.0510   5.0000
   0.5189   0.0566   5.5000
   0.5351   0.0627   6.0000
   0.5504   0.0692   6.5000
   0.5652   0.0761   7.0000
   0.5799   0.0833   7.5000
   0.5944   0.0907   8.0000
   0.6002   0.0938   8.2000
   0.6060   0.0968   8.4000
   0.6118   0.0999   8.6000
   0.6176   0.1031   8.8000
   0.6235   0.1062   9.0000
15000
29
  -0.1794   0.0353  -2.5000
  -0.1765   0.0347  -2.4500
  -0.1738   0.0341  -2.4000
  -0.1708   0.0335  -2.3500
  -0.1672   0.0328  -2.3000
  -0.1641   0.0321  -2.2500
  -0.1622   0.0315  -2.2000
  -0.1606   0.0308  -2.1500
  -0.1600   0.0301  -2.1000
  -0.1596   0.0294  -2.0500
  -0.1584   0.0286  -2.0000
   0.1516   0.0255   0.0000
   0.1994   0.0257   0.5000
   0.2459   0.0262   1.0000
   0.2909   0.0268   1.5000
   0.3336   0.0277   2.0000
   0.3737   0.0290   2.5000
   0.4094   0.0310   3.0000
   0.4396   0.0338   3.5000
   0.4644   0.0376   4.0000
   0.4853   0.0424   4.5000
   0.5037   0.0478   5.0000
   0.7349   0.0701   6.0000
   0.7787   0.0790   6.5000
   0.7939   0.0880   7.0000
   0.7988   0.0968   7.5000
   0.7773   0.1087   8.2000
   0.6230   0.1017   8.8000
   0.6290   0.1049   9.0000
20000
18
   0.0569   0.0217  -1.0000
   0.1078   0.0218  -0.5000
   0.1573   0.0220   0.0000
   0.2055   0.0223   0.5000
   0.2525   0.0228   1.0000
   0.2979   0.0234   1.5000
   0.3410   0.0244   2.0000
   0.3810   0.0258   2.5000
   0.4155   0.0280   3.0000
   0.4439   0.0312   3.5000
   0.4670   0.0355   4.0000
   0.6848   0.0443   4.5000
   0.7824   0.0482   5.0000
   0.8607   0.0597   6.0000
   0.8790   0.0688   6.5000
   0.8888   0.0791   7.0000
   0.8837   0.0910   7.5000
   0.8772   0.1017   8.0000
30000
19
   0.0636   0.0177  -1.0000
   0.1148   0.0178  -0.5000
   0.1647   0.0180   0.0000
   0.2136   0.0183   0.5000
   0.2612   0.0187   1.0000
   0.3071   0.0194   1.5000
   0.3508   0.0204   2.0000
   0.3898   0.0221   2.5000
   0.4219   0.0249   3.0000
   0.6233   0.0284   3.5000
   0.7110   0.0288   4.0000
   0.7517   0.0305   4.5000
   0.7918   0.0330   5.0000
   0.8337   0.0367   5.5000
   0.8758   0.0416   6.0000
   0.9140   0.0482   6.5000
   0.9439   0.0566   7.0000
   0.9590   0.0692   7.5000
   0.9555   0.0833   8.0000
40000
19
   0.0681   0.0153  -1.0000
   0.1194   0.0154  -0.5000
   0.1697   0.0156   0.0000
   0.2191   0.0159   0.5000
   0.2672   0.0164   1.0000
   0.3136   0.0170   1.5000
   0.3573   0.0182   2.0000
   0.3951   0.0201   2.5000
   0.5768   0.0218   3.0000
   0.6562   0.0218   3.5000
   0.6963   0.0229   4.0000
   0.7374   0.0246   4.5000
   0.7813   0.0269   5.0000
   0.8266   0.0300   5.5000
   0.8721   0.0338   6.0000
   0.9162   0.0389   6.5000
   0.9554   0.0461   7.0000
   0.9881   0.0548   7.5000
   0.9901   0.0687   8.0000
60000
18
   0.0739   0.0125  -1.0000
   0.1256   0.0126  -0.5000
   0.1765   0.0128   0.0000
   0.2266   0.0131   0.5000
   0.2754   0.0135   1.0000
   0.3228   0.0143   1.5000
   0.3749   0.0156   2.0000
   0.5299   0.0158   2.5000
   0.5936   0.0158   3.0000
   0.6361   0.0166   3.5000
   0.6804   0.0178   4.0000
   0.7263   0.0194   4.5000
   0.7729   0.0213   5.0000
   0.8203   0.0238   5.5000
   0.8683   0.0268   6.0000
   0.9157   0.0307   6.5000
   0.9608   0.0358   7.0000
   1.0226   0.0523   8.0000
80000
34
  -0.0742   0.0179  -2.5000
  -0.0683   0.0178  -2.4500
  -0.0635   0.0173  -2.4000
  -0.0580   0.0171  -2.3500
  -0.0525   0.0167  -2.3000
  -0.0473   0.0163  -2.2500
  -0.0417   0.0160  -2.2000
  -0.0364   0.0157  -2.1500
  -0.0310   0.0154  -2.1000
  -0.0258   0.0150  -2.0500
  -0.0205   0.0146  -2.0000
   0.0248   0.0108  -1.5000
   0.0781   0.0109  -1.0000
   0.1302   0.0110  -0.5000
   0.1816   0.0112   0.0000
   0.2321   0.0114   0.5000
   0.2817   0.0119   1.0000
   0.3294   0.0127   1.5000
   0.4612   0.0129   2.0000
   0.5367   0.0129   2.5000
   0.5827   0.0133   3.0000
   0.6282   0.0142   3.5000
   0.6751   0.0154   4.0000
   0.7228   0.0168   4.5000
   0.7706   0.0185   5.0000
   0.8186   0.0205   5.5000
   0.8669   0.0232   6.0000
   0.9149   0.0265   6.5000
   1.0023   0.0374   7.5000
   1.0417   0.0490   8.2000
   1.0458   0.0537   8.4000
   1.0466   0.0586   8.6000
   1.0451   0.0636   8.8000
   1.0421   0.0687   9.0000
100000
16
   0.0810   0.0097  -1.0000
   0.1334   0.0098  -0.5000
   0.1851   0.0100   0.0000
   0.2361   0.0103   0.5000
   0.2864   0.0108   1.0000
   0.3823   0.0112   1.5000
   0.4770   0.0111   2.0000
   0.5313   0.0113   2.5000
   0.5774   0.0119   3.0000
   0.6246   0.0128   3.5000
   0.6730   0.0139   4.0000
   0.7218   0.0152   4.5000
   0.7704   0.0167   5.0000
   0.8190   0.0186   5.5000
   0.9620   0.0276   7.0000
   1.0433   0.0389   8.0000
Airfoil AG_16
Builder xxx
Comment xxx
6
20000
15
   0.0217   0.0225  -1.0000
   0.0706   0.0226  -0.5000
   0.1180   0.0230   0.0000
   0.1638   0.0234   0.5000
   0.2081   0.0241   1.0000
   0.2508   0.0251   1.5000
   0.2908   0.0265   2.0000
   0.3609   0.0307   3.0000
   0.3905   0.0337   3.5000
   0.4165   0.0375   4.0000
   0.4397   0.0419   4.5000
   0.7371   0.0577   5.5000
   0.7852   0.0635   6.0000
   0.8276   0.0697   6.5000
   0.8469   0.0875   7.5000
30000
19
   0.0285   0.0184  -1.0000
   0.0781   0.0186  -0.5000
   0.1262   0.0189   0.0000
   0.1726   0.0194   0.5000
   0.2177   0.0202   1.0000
   0.2604   0.0213   1.5000
   0.3000   0.0228   2.0000
   0.3359   0.0249   2.5000
   0.3681   0.0277   3.0000
   0.5285   0.0320   3.5000
   0.6651   0.0336   4.0000
   0.7355   0.0343   4.5000
   0.7837   0.0355   5.0000
   0.8279   0.0370   5.5000
   0.8671   0.0399   6.0000
   0.9073   0.0433   6.5000
   0.9400   0.0499   7.0000
   0.9643   0.0585   7.5000
   0.9689   0.0707   8.0000
40000
17
   0.0333   0.0159  -1.0000
   0.0834   0.0162  -0.5000
   0.1319   0.0165   0.0000
   0.1790   0.0171   0.5000
   0.2243   0.0179   1.0000
   0.2669   0.0191   1.5000
   0.3061   0.0208   2.0000
   0.3826   0.0233   2.5000
   0.5508   0.0247   3.0000
   0.6387   0.0249   3.5000
   0.6927   0.0252   4.0000
   0.7374   0.0259   4.5000
   0.7803   0.0272   5.0000
   0.8238   0.0290   5.5000
   0.8666   0.0314   6.0000
   0.9493   0.0398   7.0000
   0.9834   0.0474   7.5000
60000
17
   0.0401   0.0131  -1.0000
   0.0909   0.0133  -0.5000
   0.1402   0.0137   0.0000
   0.1882   0.0143   0.5000
   0.2927   0.0167   1.5000
   0.4353   0.0174   2.0000
   0.5311   0.0173   2.5000
   0.5888   0.0174   3.0000
   0.6348   0.0177   3.5000
   0.6800   0.0184   4.0000
   0.7259   0.0194   4.5000
   0.7720   0.0207   5.0000
   0.8175   0.0223   5.5000
   0.8619   0.0245   6.0000
   0.9054   0.0277   6.5000
   0.9489   0.0319   7.0000
   0.9919   0.0375   7.5000
100000
17
   0.0489   0.0103  -1.0000
   0.1010   0.0106  -0.5000
   0.1513   0.0110   0.0000
   0.2147   0.0117   0.5000
   0.3314   0.0119   1.0000
   0.4182   0.0118   1.5000
   0.4762   0.0118   2.0000
   0.5245   0.0121   2.5000
   0.5724   0.0125   3.0000
   0.6211   0.0131   3.5000
   0.6703   0.0139   4.0000
   0.7194   0.0148   4.5000
   0.7680   0.0159   5.0000
   0.8158   0.0173   5.5000
   0.8620   0.0192   6.0000
   0.9066   0.0218   6.5000
   1.0350   0.0357   8.0000
150000
16
   0.0562   0.0085  -1.0000
   0.1089   0.0088  -0.5000
   0.1974   0.0091   0.0000
   0.2917   0.0091   0.5000
   0.3628   0.0090   1.0000
   0.4153   0.0091   1.5000
   0.4646   0.0094   2.0000
   0.5146   0.0098   2.5000
   0.5655   0.0103   3.0000
   0.6167   0.0109   3.5000
   0.6677   0.0117   4.0000
   0.7186   0.0125   4.5000
   0.7690   0.0135   5.0000
   0.8187   0.0147   5.5000
   0.8670   0.0163   6.0000
   0.9129   0.0186   6.5000
Airfoil AG_17
Builder xxx
Comment xxx
